userName;score;at;content;CaseFolding;Cleaning;Tokenizing;Formalisasi;WithoutStopwords;Stemming;Label
Pengguna Google;1;2026-01-21 08:36:49;"kenapa setiap melakukan pendaftaran pelayanan (antrean) kemudian memilih faskes rujukan tingkat lanjut selalu tidak bisa dengan keterangan belum memiliki rujukan atau surat kontrol. Sudah 2 bulan seperti ini.;";"kenapa setiap melakukan pendaftaran pelayanan (antrean) kemudian memilih faskes rujukan tingkat lanjut selalu tidak bisa dengan keterangan belum memiliki rujukan atau surat kontrol. sudah 2 bulan seperti ini.;";kenapa setiap melakukan pendaftaran pelayanan antrean kemudian memilih faskes rujukan tingkat lanjut selalu tidak bisa dengan keterangan belum memiliki rujukan atau surat kontrol Sudah bulan seperti ini;['kenapa', 'setiap', 'melakukan', 'pendaftaran', 'pelayanan', 'antrean', 'kemudian', 'memilih', 'faskes', 'rujukan', 'tingkat', 'lanjut', 'selalu', 'tidak', 'bisa', 'dengan', 'keterangan', 'belum', 'memiliki', 'rujukan', 'atau', 'surat', 'kontrol', 'Sudah', 'bulan', 'seperti', 'ini'];['kenapa', 'setiap', 'melakukan', 'pendaftaran', 'pelayanan', 'antrean', 'kemudian', 'memilih', 'faskes', 'rujukan', 'tingkat', 'lanjut', 'selalu', 'tidak', 'bisa', 'dengan', 'keterangan', 'belum', 'memiliki', 'rujukan', 'atau', 'surat', 'kontrol', 'Sudah', 'bulan', 'seperti', 'ini'];['pendaftaran', 'pelayanan', 'antrean', 'memilih', 'faskes', 'rujukan', 'tingkat', 'keterangan', 'memiliki', 'rujukan', 'surat', 'kontrol', 'Sudah'];['daftar', 'layan', 'antre', 'pilih', 'faskes', 'rujuk', 'tingkat', 'terang', 'milik', 'rujuk', 'surat', 'kontrol', 'sudah'];Negatif
Julius Giawa;5;2025-12-22 00:15:26;"mantap dan keren;";"mantap dan keren;";mantap dan keren;['mantap', 'dan', 'keren'];['mantap', 'dan', 'keren'];['mantap', 'keren'];['mantap', 'keren'];Positif
Pengguna Google;5;2026-01-14 04:32:20;"mempermudah dalam pendaftaran;";"mempermudah dalam pendaftaran;";mempermudah dalam pendaftaran;['mempermudah', 'dalam', 'pendaftaran'];['mempermudah', 'dalam', 'pendaftaran'];['mempermudah', 'pendaftaran'];['mudah', 'daftar'];Positif
Tahyudin Jaenudin;5;2025-12-29 05:03:18;"keren;";"keren;";keren;['keren'];['keren'];['keren'];['keren'];Positif
Pengguna Google;5;2026-01-23 05:34:10;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;1;2026-01-06 12:01:22;"ga bisa verivikasi padahal udah di ikutin mau nya gimana capee bgt;";"ga bisa verivikasi padahal udah di ikutin mau nya gimana capee bgt;";ga bisa verivikasi padahal udah di ikutin mau nya gimana capee bgt;['ga', 'bisa', 'verivikasi', 'padahal', 'udah', 'di', 'ikutin', 'mau', 'nya', 'gimana', 'capee', 'bgt'];['ga', 'bisa', 'verivikasi', 'padahal', 'sudah', 'di', 'ikutin', 'mau', 'nya', 'gimana', 'capee', 'banget'];['ga', 'verivikasi', 'udah', 'ikutin', 'nya', 'gimana', 'capee', 'bgt'];['ga', 'verivikasi', 'udah', 'ikutin', 'nya', 'gimana', 'capee', 'bgt'];Netral
Pengguna Google;5;2026-01-19 06:20:09;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;1;2026-01-05 04:00:14;"tolong 🙏🙏🙏🙏🙏 jangan mempersulit saya untuk login;";"tolong 🙏🙏🙏🙏🙏 jangan mempersulit saya untuk login;";tolong  jangan mempersulit saya untuk login;['tolong', 'jangan', 'mempersulit', 'saya', 'untuk', 'login'];['tolong', 'jangan', 'mempersulit', 'saya', 'untuk', 'login'];['tolong', 'mempersulit', 'login'];['tolong', 'sulit', 'login'];Netral
Pengguna Google;1;2026-01-22 15:38:57;"buat boking susah;";"buat boking susah;";buat boking susah;['buat', 'boking', 'susah'];['buat', 'boking', 'susah'];['boking', 'susah'];['boking', 'susah'];Negatif
Pengguna Google;5;2026-01-05 01:29:45;"membantu;";"membantu;";membantu;['membantu'];['membantu'];['membantu'];['bantu'];Positif
Pengguna Google;5;2025-12-31 07:38:41;"mudah di gunakan nya;";"mudah di gunakan nya;";mudah di gunakan nya;['mudah', 'di', 'gunakan', 'nya'];['mudah', 'di', 'gunakan', 'nya'];['mudah', 'nya'];['mudah', 'nya'];Positif
Pengguna Google;5;2025-12-30 10:04:50;"mantavv;";"mantavv;";mantavv;['mantavv'];['mantavv'];['mantavv'];['mantavv'];Netral
Pengguna Google;5;2026-01-18 09:58:07;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;1;2026-01-05 00:03:52;"aplikasi buruk kenapa tiba tiba bisa batal sendiri antrian saya;";"aplikasi buruk kenapa tiba tiba bisa batal sendiri antrian saya;";aplikasi buruk kenapa tiba tiba bisa batal sendiri antrian saya;['aplikasi', 'buruk', 'kenapa', 'tiba', 'tiba', 'bisa', 'batal', 'sendiri', 'antrian', 'saya'];['aplikasi', 'buruk', 'kenapa', 'tiba', 'tiba', 'bisa', 'batal', 'sendiri', 'antrian', 'saya'];['aplikasi', 'buruk', 'batal', 'antrian'];['aplikasi', 'buruk', 'batal', 'antri'];Negatif
Pengguna Google;5;2026-01-06 04:28:52;"bagus lebih mudah pelayanannya;";"bagus lebih mudah pelayanannya;";bagus lebih mudah pelayanannya;['bagus', 'lebih', 'mudah', 'pelayanannya'];['bagus', 'lebih', 'mudah', 'pelayanannya'];['bagus', 'mudah', 'pelayanannya'];['bagus', 'mudah', 'layan'];Positif
Pengguna Google;1;2026-01-02 15:18:00;"apa sih knp g mau di scannnnnnnnn mukanya kesel banget emngnya ini bukan muka apa!!!!!!!!!!!!!!!! ksl smpe pusing kameranya miring lagi nga jls;";"apa sih knp g mau di scannnnnnnnn mukanya kesel banget emngnya ini bukan muka apa!!!!!!!!!!!!!!!! ksl smpe pusing kameranya miring lagi nga jls;";apa sih knp g mau di scan mukanya kesel banget emngnya ini bukan muka apa ksl smpe pusing kameranya miring lagi nga jls;['apa', 'sih', 'knp', 'g', 'mau', 'di', 'scan', 'mukanya', 'kesel', 'banget', 'emngnya', 'ini', 'bukan', 'muka', 'apa', 'ksl', 'smpe', 'pusing', 'kameranya', 'miring', 'lagi', 'nga', 'jls'];['apa', 'sih', 'kenapa', 'g', 'mau', 'di', 'scan', 'mukanya', 'kesel', 'sangat', 'emngnya', 'ini', 'bukan', 'muka', 'apa', 'ksl', 'smpe', 'pusing', 'kameranya', 'miring', 'lagi', 'nga', 'jls'];['sih', 'knp', 'g', 'scan', 'mukanya', 'kesel', 'banget', 'emngnya', 'muka', 'ksl', 'smpe', 'pusing', 'kameranya', 'miring', 'nga', 'jls'];['sih', 'knp', 'g', 'scan', 'muka', 'kesel', 'banget', 'emngnya', 'muka', 'ksl', 'smpe', 'pusing', 'kamera', 'miring', 'nga', 'jls'];Netral
Pengguna Google;2;2026-01-15 19:04:26;"cara daftar ulang mobile jkn agak susah lupa paswodt gk bisa tampil d layar;";"cara daftar ulang mobile jkn agak susah lupa paswodt gk bisa tampil d layar;";cara daftar ulang mobile jkn agak susah lupa paswodt gk bisa tampil d layar;['cara', 'daftar', 'ulang', 'mobile', 'jkn', 'agak', 'susah', 'lupa', 'paswodt', 'gk', 'bisa', 'tampil', 'd', 'layar'];['cara', 'daftar', 'ulang', 'mobile', 'jkn', 'agak', 'susah', 'lupa', 'paswodt', 'gk', 'bisa', 'tampil', 'd', 'layar'];['daftar', 'ulang', 'mobile', 'jkn', 'susah', 'lupa', 'paswodt', 'gk', 'tampil', 'd', 'layar'];['daftar', 'ulang', 'mobile', 'jkn', 'susah', 'lupa', 'paswodt', 'gk', 'tampil', 'd', 'layar'];Negatif
Jen Aryono Denisaputro;5;2025-12-29 05:43:21;"terbaik;";"terbaik;";terbaik;['terbaik'];['terbaik'];['terbaik'];['baik'];Positif
zhetha;1;2025-12-24 10:54:21;"desain yang buruk sekali. kalau lama tidak dipakai minta login padahal perangkat pribadi. sudah gitu lupa password. sms tidak pernah diterima. hhhhhh bikin susah aja ini barang;";"desain yang buruk sekali. kalau lama tidak dipakai minta login padahal perangkat pribadi. sudah gitu lupa password. sms tidak pernah diterima. hhhhhh bikin susah aja ini barang;";desain yang buruk sekali kalau lama tidak dipakai minta login padahal perangkat pribadi sudah gitu lupa password sms tidak pernah diterima h bikin susah aja ini barang;['desain', 'yang', 'buruk', 'sekali', 'kalau', 'lama', 'tidak', 'dipakai', 'minta', 'login', 'padahal', 'perangkat', 'pribadi', 'sudah', 'gitu', 'lupa', 'password', 'sms', 'tidak', 'pernah', 'diterima', 'h', 'bikin', 'susah', 'aja', 'ini', 'barang'];['desain', 'yang', 'buruk', 'sekali', 'kalau', 'lama', 'tidak', 'dipakai', 'meminta', 'login', 'padahal', 'perangkat', 'pribadi', 'sudah', 'begitu', 'lupa', 'password', 'sms', 'tidak', 'pernah', 'diterima', 'h', 'membuat', 'susah', 'saja', 'ini', 'barang'];['desain', 'buruk', 'dipakai', 'login', 'perangkat', 'pribadi', 'gitu', 'lupa', 'password', 'sms', 'diterima', 'h', 'bikin', 'susah', 'aja', 'barang'];['desain', 'buruk', 'pakai', 'login', 'perangkat', 'pribadi', 'gitu', 'lupa', 'password', 'sms', 'terima', 'h', 'bikin', 'susah', 'aja', 'barang'];Negatif
Pengguna Google;5;2026-01-15 07:49:13;"Aplikasinya mudah digunakan dan sangat membantu;";"aplikasinya mudah digunakan dan sangat membantu;";Aplikasinya mudah digunakan dan sangat membantu;['Aplikasinya', 'mudah', 'digunakan', 'dan', 'sangat', 'membantu'];['Aplikasinya', 'mudah', 'digunakan', 'dan', 'sangat', 'membantu'];['Aplikasinya', 'mudah', 'membantu'];['aplikasi', 'mudah', 'bantu'];Positif
Pengguna Google;1;2026-01-05 04:00:18;"di update malah gabisa di pakai;";"di update malah gabisa di pakai;";di update malah gabisa di pakai;['di', 'update', 'malah', 'gabisa', 'di', 'pakai'];['di', 'update', 'malah', 'gabisa', 'di', 'pakai'];['update', 'gabisa', 'pakai'];['update', 'gabisa', 'pakai'];Netral
Pengguna Google;5;2026-01-22 11:22:15;"Mudah digunakan;";"mudah digunakan;";Mudah digunakan;['Mudah', 'digunakan'];['Mudah', 'digunakan'];['Mudah'];['mudah'];Positif
Pengguna Google;5;2026-01-22 09:32:02;"insyaallah berkah;";"insyaallah berkah;";insyaallah berkah;['insyaallah', 'berkah'];['insyaallah', 'berkah'];['insyaallah', 'berkah'];['insyaallah', 'berkah'];Netral
Hidayat Sarep;5;2025-12-22 12:58:49;"terimakasih jkn sangat membantu;";"terimakasih jkn sangat membantu;";terimakasih jkn sangat membantu;['terimakasih', 'jkn', 'sangat', 'membantu'];['terimakasih', 'jkn', 'sangat', 'membantu'];['terimakasih', 'jkn', 'membantu'];['terimakasih', 'jkn', 'bantu'];Positif
Pengguna Google;5;2026-01-24 06:54:47;"diruangan arafah pelayanan sangat ramah;";"diruangan arafah pelayanan sangat ramah;";diruangan arafah pelayanan sangat ramah;['diruangan', 'arafah', 'pelayanan', 'sangat', 'ramah'];['diruangan', 'arafah', 'pelayanan', 'sangat', 'ramah'];['diruangan', 'arafah', 'pelayanan', 'ramah'];['ruang', 'arafah', 'layan', 'ramah'];Netral
Pengguna Google;5;2026-01-05 14:38:31;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;5;2026-01-14 00:37:12;"respon cepat dan proses mudah;";"respon cepat dan proses mudah;";respon cepat dan proses mudah;['respon', 'cepat', 'dan', 'proses', 'mudah'];['respon', 'cepat', 'dan', 'proses', 'mudah'];['respon', 'cepat', 'proses', 'mudah'];['respon', 'cepat', 'proses', 'mudah'];Positif
Pengguna Google;5;2026-01-17 08:29:48;"baik;";"baik;";baik;['baik'];['baik'];[];[];Positif
Pengguna Google;1;2026-01-06 17:35:49;"nunggu otp sampe ganti presiden;";"nunggu otp sampe ganti presiden;";nunggu otp sampe ganti presiden;['nunggu', 'otp', 'sampe', 'ganti', 'presiden'];['nunggu', 'otp', 'sampe', 'ganti', 'presiden'];['nunggu', 'otp', 'sampe', 'ganti', 'presiden'];['nunggu', 'otp', 'sampe', 'ganti', 'presiden'];Netral
Pengguna Google;5;2026-01-01 16:05:51;"mudah pada saat mau pindah faskes I;";"mudah pada saat mau pindah faskes i;";mudah pada saat mau pindah faskes I;['mudah', 'pada', 'saat', 'mau', 'pindah', 'faskes', 'I'];['mudah', 'pada', 'saat', 'mau', 'pindah', 'faskes', 'I'];['mudah', 'pindah', 'faskes', 'I'];['mudah', 'pindah', 'faskes', 'i'];Positif
Muhmammad Bebe;1;2025-12-28 04:37:44;"aplikasi paling aneh yg pernah di instal sekelas jkn duit triliunan tapi bener2 kacau bug nya;";"aplikasi paling aneh yg pernah di instal sekelas jkn duit triliunan tapi bener2 kacau bug nya;";aplikasi paling aneh yg pernah di instal sekelas jkn duit triliunan tapi bener kacau bug nya;['aplikasi', 'paling', 'aneh', 'yg', 'pernah', 'di', 'instal', 'sekelas', 'jkn', 'duit', 'triliunan', 'tapi', 'bener', 'kacau', 'bug', 'nya'];['aplikasi', 'paling', 'aneh', 'yang', 'pernah', 'di', 'instal', 'sekelas', 'jkn', 'duit', 'triliunan', 'tapi', 'bener', 'kacau', 'bug', 'nya'];['aplikasi', 'aneh', 'instal', 'sekelas', 'jkn', 'duit', 'triliunan', 'bener', 'kacau', 'bug', 'nya'];['aplikasi', 'aneh', 'instal', 'kelas', 'jkn', 'duit', 'triliun', 'bener', 'kacau', 'bug', 'nya'];Netral
Pengguna Google;3;2026-01-16 07:06:42;"sy mau login tapi diminta masukan nomor NIK tapi salah trussssss..ssss....apa harus sy kirim Poto KTP nya;";"sy mau login tapi diminta masukan nomor nik tapi salah trussssss..ssss....apa harus sy kirim poto ktp nya;";sy mau login tapi diminta masukan nomor NIK tapi salah trus s apa harus sy kirim Poto KTP nya;['sy', 'mau', 'login', 'tapi', 'diminta', 'masukan', 'nomor', 'NIK', 'tapi', 'salah', 'trus', 's', 'apa', 'harus', 'sy', 'kirim', 'Poto', 'KTP', 'nya'];['saya', 'mau', 'login', 'tapi', 'diminta', 'masukan', 'nomor', 'NIK', 'tapi', 'salah', 'trus', 's', 'apa', 'harus', 'saya', 'kirim', 'Poto', 'KTP', 'nya'];['sy', 'login', 'masukan', 'nomor', 'NIK', 'salah', 'trus', 's', 'sy', 'kirim', 'Poto', 'KTP', 'nya'];['sy', 'login', 'masuk', 'nomor', 'nik', 'salah', 'trus', 's', 'sy', 'kirim', 'poto', 'ktp', 'nya'];Netral
Pengguna Google;5;2026-01-13 06:43:22;"sangat memudah kan;";"sangat memudah kan;";sangat memudah kan;['sangat', 'memudah', 'kan'];['sangat', 'memudah', 'kan'];['memudah'];['mudah'];Positif
Pengguna Google;1;2026-01-03 11:54:48;"error mulu;";"error mulu;";error mulu;['error', 'mulu'];['error', 'mulu'];['error', 'mulu'];['error', 'mulu'];Negatif
Pengguna Google;5;2026-01-04 12:11:41;"Sangat berguna;";"sangat berguna;";Sangat berguna;['Sangat', 'berguna'];['Sangat', 'berguna'];['Sangat', 'berguna'];['sangat', 'guna'];Netral
Pengguna Google;5;2026-01-19 01:33:50;"suiiiipppp;";"suiiiipppp;";suip;['suip'];['suip'];['suip'];['suip'];Netral
Pengguna Google;5;2026-01-20 18:39:21;"sangat membantu;";"sangat membantu;";sangat membantu;['sangat', 'membantu'];['sangat', 'membantu'];['membantu'];['bantu'];Positif
Pengguna Google;1;2026-01-18 23:48:05;"aplikasi bosok;";"aplikasi bosok;";aplikasi bosok;['aplikasi', 'bosok'];['aplikasi', 'bosok'];['aplikasi', 'bosok'];['aplikasi', 'bosok'];Netral
Jamal Ludin;2;2025-12-25 01:22:39;"anjir salah mulu login payah bngt;";"anjir salah mulu login payah bngt;";anjir salah mulu login payah bngt;['anjir', 'salah', 'mulu', 'login', 'payah', 'bngt'];['anjir', 'salah', 'mulu', 'login', 'payah', 'bngt'];['anjir', 'salah', 'mulu', 'login', 'payah', 'bngt'];['anjir', 'salah', 'mulu', 'login', 'payah', 'bngt'];Netral
Pengguna Google;1;2026-01-07 05:27:32;"kenapa gak bisa screenshot cok;";"kenapa gak bisa screenshot cok;";kenapa gak bisa screenshot cok;['kenapa', 'gak', 'bisa', 'screenshot', 'cok'];['kenapa', 'tidak', 'bisa', 'screenshot', 'cok'];['gak', 'screenshot', 'cok'];['gak', 'screenshot', 'cok'];Netral
Pengguna Google;5;2026-01-02 07:15:31;"baik dan mudah;";"baik dan mudah;";baik dan mudah;['baik', 'dan', 'mudah'];['baik', 'dan', 'mudah'];['mudah'];['mudah'];Positif
Pengguna Google;5;2026-01-06 03:54:54;"penggunaan aplikasi jkn lebih mudah dan gampang;";"penggunaan aplikasi jkn lebih mudah dan gampang;";penggunaan aplikasi jkn lebih mudah dan gampang;['penggunaan', 'aplikasi', 'jkn', 'lebih', 'mudah', 'dan', 'gampang'];['penggunaan', 'aplikasi', 'jkn', 'lebih', 'mudah', 'dan', 'gampang'];['penggunaan', 'aplikasi', 'jkn', 'mudah', 'gampang'];['guna', 'aplikasi', 'jkn', 'mudah', 'gampang'];Positif
Pengguna Google;5;2026-01-22 04:58:02;"top banget;";"top banget;";top banget;['top', 'banget'];['top', 'sangat'];['top', 'banget'];['top', 'banget'];Netral
Pengguna Google;5;2026-01-22 02:28:06;"the best;";"the best;";the best;['the', 'best'];['the', 'best'];['the', 'best'];['the', 'best'];Netral
Sulistia putri Amelia2603;5;2025-12-25 08:28:37;"bagus pokonya mantul;";"bagus pokonya mantul;";bagus pokonya mantul;['bagus', 'pokonya', 'mantul'];['bagus', 'pokonya', 'mantul'];['bagus', 'pokonya', 'mantul'];['bagus', 'poko', 'mantul'];Positif
Pengguna Google;5;2026-01-14 02:28:40;"sangat bagus dan membantu;";"sangat bagus dan membantu;";sangat bagus dan membantu;['sangat', 'bagus', 'dan', 'membantu'];['sangat', 'bagus', 'dan', 'membantu'];['bagus', 'membantu'];['bagus', 'bantu'];Positif
Pengguna Google;5;2025-12-30 10:09:52;"fast respon;";"fast respon;";fast respon;['fast', 'respon'];['fast', 'respon'];['fast', 'respon'];['fast', 'respon'];Netral
Pengguna Google;5;2026-01-04 01:10:59;"good;";"good;";good;['good'];['good'];['good'];['good'];Netral
Pengguna Google;2;2026-01-05 03:17:32;"pas mau pendaftaran captcha nya ngga muncul2;";"pas mau pendaftaran captcha nya ngga muncul2;";pas mau pendaftaran captcha nya ngga muncul;['pas', 'mau', 'pendaftaran', 'captcha', 'nya', 'ngga', 'muncul'];['tepat', 'mau', 'pendaftaran', 'captcha', 'nya', 'ngga', 'muncul'];['pas', 'pendaftaran', 'captcha', 'nya', 'ngga', 'muncul'];['pas', 'daftar', 'captcha', 'nya', 'ngga', 'muncul'];Netral
Pengguna Google;5;2026-01-18 02:08:49;"bermanfaat;";"bermanfaat;";bermanfaat;['bermanfaat'];['bermanfaat'];['bermanfaat'];['manfaat'];Netral
Dedek Syaifullah;5;2025-12-25 04:40:54;"mantap;";"mantap;";mantap;['mantap'];['mantap'];['mantap'];['mantap'];Positif
Pengguna Google;5;2026-01-16 00:00:22;"pemindahan faskes mudah;";"pemindahan faskes mudah;";pemindahan faskes mudah;['pemindahan', 'faskes', 'mudah'];['pemindahan', 'faskes', 'mudah'];['pemindahan', 'faskes', 'mudah'];['pindah', 'faskes', 'mudah'];Positif
Nanang Vian;1;2025-12-20 04:36:18;"aplikasi paling ribet sangat menyulitkan peserta;";"aplikasi paling ribet sangat menyulitkan peserta;";aplikasi paling ribet sangat menyulitkan peserta;['aplikasi', 'paling', 'ribet', 'sangat', 'menyulitkan', 'peserta'];['aplikasi', 'paling', 'ribet', 'sangat', 'menyulitkan', 'peserta'];['aplikasi', 'ribet', 'menyulitkan', 'peserta'];['aplikasi', 'ribet', 'sulit', 'serta'];Negatif
Indrik Maulana;5;2025-12-22 08:31:41;"good;";"good;";good;['good'];['good'];['good'];['good'];Netral
Pengguna Google;5;2026-01-02 05:25:06;"lebih mudah;";"lebih mudah;";lebih mudah;['lebih', 'mudah'];['lebih', 'mudah'];['mudah'];['mudah'];Positif
PB. SUKMA;1;2025-12-23 02:34:40;"Daftar antrean sulit (bad request F1);";"daftar antrean sulit (bad request f1);";Daftar antrean sulit bad request F;['Daftar', 'antrean', 'sulit', 'bad', 'request', 'F'];['Daftar', 'antrean', 'sulit', 'bad', 'request', 'F'];['Daftar', 'antrean', 'sulit', 'bad', 'request', 'F'];['daftar', 'antre', 'sulit', 'bad', 'request', 'f'];Netral
Pengguna Google;5;2026-01-19 02:39:41;"sangat membantu dalam pelayanan kesehatan;";"sangat membantu dalam pelayanan kesehatan;";sangat membantu dalam pelayanan kesehatan;['sangat', 'membantu', 'dalam', 'pelayanan', 'kesehatan'];['sangat', 'membantu', 'dalam', 'pelayanan', 'kesehatan'];['membantu', 'pelayanan', 'kesehatan'];['bantu', 'layan', 'sehat'];Positif
Pengguna Google;5;2026-01-08 11:17:45;"saya sangat puas layanan nya;";"saya sangat puas layanan nya;";saya sangat puas layanan nya;['saya', 'sangat', 'puas', 'layanan', 'nya'];['saya', 'sangat', 'puas', 'layanan', 'nya'];['puas', 'layanan', 'nya'];['puas', 'layan', 'nya'];Positif
Rahmawadi Ktg;1;2025-12-26 08:38:17;"susah mau masuk aplikasi ny sellu gagal heran saya;";"susah mau masuk aplikasi ny sellu gagal heran saya;";susah mau masuk aplikasi ny sellu gagal heran saya;['susah', 'mau', 'masuk', 'aplikasi', 'ny', 'sellu', 'gagal', 'heran', 'saya'];['susah', 'mau', 'masuk', 'aplikasi', 'ny', 'sellu', 'gagal', 'heran', 'saya'];['susah', 'masuk', 'aplikasi', 'ny', 'sellu', 'gagal', 'heran'];['susah', 'masuk', 'aplikasi', 'ny', 'sellu', 'gagal', 'heran'];Negatif
Pengguna Google;5;2026-01-02 21:44:46;"Alhamdulillah mempermudah pengurusan data dan administrasi Syukron;";"alhamdulillah mempermudah pengurusan data dan administrasi syukron;";Alhamdulillah mempermudah pengurusan data dan administrasi Syukron;['Alhamdulillah', 'mempermudah', 'pengurusan', 'data', 'dan', 'administrasi', 'Syukron'];['Alhamdulillah', 'mempermudah', 'pengurusan', 'data', 'dan', 'administrasi', 'Syukron'];['Alhamdulillah', 'mempermudah', 'pengurusan', 'data', 'administrasi', 'Syukron'];['alhamdulillah', 'mudah', 'urus', 'data', 'administrasi', 'syukron'];Positif
Pengguna Google;5;2026-01-16 11:26:02;"sangat bagus;";"sangat bagus;";sangat bagus;['sangat', 'bagus'];['sangat', 'bagus'];['bagus'];['bagus'];Positif
Rudi Irawan;5;2025-12-29 02:46:34;"dengan online semuanya jadi lebih mudah tingkatkan terus pelayanan terbaik untuk masyarakat;";"dengan online semuanya jadi lebih mudah tingkatkan terus pelayanan terbaik untuk masyarakat;";dengan online semuanya jadi lebih mudah tingkatkan terus pelayanan terbaik untuk masyarakat;['dengan', 'online', 'semuanya', 'jadi', 'lebih', 'mudah', 'tingkatkan', 'terus', 'pelayanan', 'terbaik', 'untuk', 'masyarakat'];['dengan', 'online', 'semuanya', 'jadi', 'lebih', 'mudah', 'tingkatkan', 'terus', 'pelayanan', 'terbaik', 'untuk', 'masyarakat'];['online', 'mudah', 'tingkatkan', 'pelayanan', 'terbaik', 'masyarakat'];['online', 'mudah', 'tingkat', 'layan', 'baik', 'masyarakat'];Positif
Pengguna Google;5;2026-01-15 00:21:48;"overall siiipp;";"overall siiipp;";overall sipp;['overall', 'sipp'];['overall', 'sipp'];['overall', 'sipp'];['overall', 'sipp'];Netral
Pengguna Google;5;2026-01-22 04:37:59;"bagus;";"bagus;";bagus;['bagus'];['bagus'];['bagus'];['bagus'];Positif
Pengguna Google;5;2026-01-20 14:03:54;"bagus aplikasinya komplit memudahkan. 👍👍;";"bagus aplikasinya komplit memudahkan. 👍👍;";bagus aplikasinya komplit memudahkan ;['bagus', 'aplikasinya', 'komplit', 'memudahkan'];['bagus', 'aplikasinya', 'komplit', 'memudahkan'];['bagus', 'aplikasinya', 'komplit', 'memudahkan'];['bagus', 'aplikasi', 'komplit', 'mudah'];Positif
Pengguna Google;5;2026-01-21 10:37:28;"Alhamdulillah;";"alhamdulillah;";Alhamdulillah;['Alhamdulillah'];['Alhamdulillah'];['Alhamdulillah'];['alhamdulillah'];Netral
Pengguna Google;5;2026-01-13 01:31:19;"semakin berkembang menuju lebih baik...;";"semakin berkembang menuju lebih baik...;";semakin berkembang menuju lebih baik;['semakin', 'berkembang', 'menuju', 'lebih', 'baik'];['semakin', 'berkembang', 'menuju', 'lebih', 'baik'];['berkembang'];['kembang'];Positif
